Station,date,profile_id,Cruise,Latitude,Longitude,Bot. Depth [m],Depth [m],Temperature [°C],Salinity [psu],pH,O2 [ml/l],[%] oxygen saturation,biochemichal oxygen consumption (for 5 days) [ml/l],Si [mkM/l],DIP [mkM/l],DIN [mkM/l],NO2  [mkM/l],NO3  [mkM/l]
59,2019-03-14T00:00:00Z,2019-03-14:Stn59:profile59,GoA_2019,48.66666667,-138.5001667,4050,25,7.4169,32.3564,NA,NA,NA,NA,15.389999999999999,0.8878,12.2042,0.3705,11.8337
59,2019-03-14T00:00:00Z,2019-03-14:Stn59:profile59,GoA_2019,48.66666667,-138.5001667,4050,50,7.4062,32.3563,NA,NA,NA,NA,14.877,0.9264,12.0652,0.3705,11.694700000000001
59,2019-03-14T00:00:00Z,2019-03-14:Stn59:profile59,GoA_2019,48.66666667,-138.5001667,4050,75,7.39785,32.35755,NA,NA,NA,NA,14.877,0.9264,12.5378,0.39,12.1478
59,2019-03-14T00:00:00Z,2019-03-14:Stn59:profile59,GoA_2019,48.66666667,-138.5001667,4050,100,6.28655,32.8337,NA,NA,NA,NA,25.650000000000002,1.3896,22.351200000000002,0.3315,22.019700000000004
59,2019-03-14T00:00:00Z,2019-03-14:Stn59:profile59,GoA_2019,48.66666667,-138.5001667,4050,150,5.7873,33.74505,NA,NA,NA,NA,42.322500000000005,1.737,30.1074,0.2535,29.8539
59,2019-03-14T00:00:00Z,2019-03-14:Stn59:profile59,GoA_2019,48.66666667,-138.5001667,4050,200,5.3399,33.81475,NA,NA,NA,NA,52.839,1.9300000000000002,34.861200000000004,0.234,34.6272
59,2019-03-14T00:00:00Z,2019-03-14:Stn59:profile59,GoA_2019,48.66666667,-138.5001667,4050,400,4.2779,33.9903,NA,NA,NA,NA,82.3365,2.4318,38.419599999999996,0.234,38.185599999999994
59,2019-03-14T00:00:00Z,2019-03-14:Stn59:profile59,GoA_2019,48.66666667,-138.5001667,4050,600,3.8183,34.17055,NA,NA,NA,NA,104.3955,2.6248000000000005,39.503800000000005,0.2535,39.2503
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,0,7.6442,32.3449,7.62,6.762979439999999,99.7092959155187,2.5232,13.5945,0.8492,10.425,0.39,10.035
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,25,7.65075,32.345,NA,6.74672472,99.48474080655943,NA,14.1075,0.8492,10.591800000000001,0.39,10.2018
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,50,7.65025,32.34505,NA,6.80345688,100.3201679170302,NA,14.364,0.8492,11.175600000000001,0.3705,10.805100000000001
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,75,7.61375,32.34645,NA,6.80313816,100.23192335796102,NA,13.338,0.8878,10.981000000000002,0.39,10.591000000000001
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,100,7.4691,32.38565,NA,6.642563040000001,97.56422874510648,NA,12.825000000000001,0.9650000000000001,11.120000000000001,0.3705,10.749500000000001
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,150,6.2269,33.652,NA,4.451313239999999,64.0329670629374,NA,35.1405,1.544,26.4378,0.2535,26.1843
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,200,5.75895,33.81285,NA,4.04981568,57.674863402920955,NA,47.4525,1.737,37.5578,0.2145,37.3433
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,400,4.43685,33.9798,NA,1.71439488,23.67510711416545,NA,77.7195,2.3932,35.9454,0.1755,35.7699
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,600,3.9301,34.14835,NA,0.85,11.606113802364957,NA,103.88250000000001,2.5476,37.0018,0.195,36.8068
60,2019-03-15T00:00:00Z,2019-03-15:Stn60:profile60,GoA_2019,48.66566667,-136.9973333,3800,1000,3.04195,34.36385,NA,0.48023136,6.423294194608767,NA,127.224,2.6634,40.3656,0.195,40.1706
